available_seats,wl_used,class_type_CC,class_type_2A,class_type_3A,class_type_Sleeper,quota_GN,quota_Ladies,quota_PT,quota_TATKAL,current_status_CNF,current_status_RAC,current_status_WL,train_category_EXPRESS,train_category_RAJDHANI,train_category_SHATABDI,train_category_PASSENGER,label
1.109665823,2.602934302,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
-1.573408394,-0.576527139,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
-0.062012582,2.585560196,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-0.699849346,1.473617397,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1.531810344,-0.541778927,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0.430231008,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
-1.13662887,-0.576527139,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
-0.748380405,-0.507030714,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
0.714484349,-0.576527139,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
-0.186806731,-0.576527139,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
-0.512658122,0.796027254,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
-1.448614244,-0.037929846,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
0.38169995,-0.576527139,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1.678172504,-0.576527139,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
1.588043396,1.577862034,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
-0.450261047,-0.576527139,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
-0.893973579,1.056638847,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
-0.734514388,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
0.95713964,-0.281167333,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
-0.769179429,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1.539512338,-0.576527139,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
-1.199025945,1.664732565,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
-1.580341402,1.699480778,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1.698971529,-0.576527139,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
-0.283868848,-0.368037864,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1.705904538,1.299876335,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-0.845442521,-0.576527139,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
0.01425051,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
0.971005657,-0.576527139,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1.282991031,2.272826284,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0.139044659,-0.576527139,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
-1.282222044,-0.072678058,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1.380053147,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1.248325989,-0.576527139,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0.880876549,-0.576527139,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
-0.436395031,-0.576527139,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
-0.082811607,-0.576527139,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1.338455097,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
-0.048146565,-0.037929846,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0.208374742,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
0.229173767,-0.576527139,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
0.041982543,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
-1.296088061,2.081711115,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-0.581988205,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
-1.379284161,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
-0.235337789,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
0.05584856,1.855847734,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.103610632,1.994840584,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-0.387863972,-0.576527139,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
-0.956370654,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
0.860077524,-0.576527139,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
-1.088097812,-0.472282502,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
-0.443328039,-0.576527139,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
1.172062898,2.01221469,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0.91554159,-0.576527139,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
0.714484349,-0.576527139,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
-0.172940715,-0.576527139,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
-1.400083186,-0.576527139,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
0.028116526,-0.281167333,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
-1.573408394,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1.61577543,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.720648371,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0.853144515,1.629984353,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
-0.64438528,-0.576527139,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
0.91554159,-0.576527139,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0.936340615,-0.576527139,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
-1.282222044,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
-1.025700737,1.960092371,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.145208681,-0.489656608,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
0.007317501,-0.576527139,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
1.594976405,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
-0.859308537,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
-1.067298787,-0.576527139,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
-1.483279285,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
-0.006548515,-0.576527139,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1.102732815,1.716854884,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0.714484349,-0.576527139,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
-0.817710488,1.334624547,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.243039784,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
-0.276935839,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
-0.443328039,2.620308408,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0.54809215,-0.576527139,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
-1.01183472,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1.185928914,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
-0.963303662,-0.576527139,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
-1.205958953,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-0.706782355,-0.576527139,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
0.756082399,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
-1.122762853,-0.576527139,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
-0.408662997,-0.576527139,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0.048915551,-0.576527139,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
-1.538743352,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
-1.296088061,1.699480778,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
-0.720648371,0.153185323,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
1.130464848,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1.019536715,2.168581646,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
-1.50407831,-0.576527139,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0.707551341,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1.588043396,-0.576527139,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
-1.282222044,1.351998653,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1.241392981,-0.576527139,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0.243039784,1.508365609,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1.199794931,-0.576527139,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
-0.887040571,2.064337009,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0.763015407,2.342322709,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1.331522089,-0.420160183,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
0.943273623,1.160883485,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
-0.540390155,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0.222240759,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.297734864,-0.576527139,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
-1.358485136,-0.576527139,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
-0.089744615,2.759301258,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
-0.179873723,-0.576527139,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1.685105513,-0.576527139,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
0.478762067,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
-1.635805468,-0.576527139,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1.588043396,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
0.5064941,-0.576527139,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
0.173709701,-0.576527139,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
-0.429462022,-0.576527139,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
0.083580593,1.282502228,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1.296857047,-0.576527139,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1.373120139,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
-1.490212294,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-0.11054364,2.741927152,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
-0.19373974,-0.576527139,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
0.312369867,0.101063004,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
0.118245634,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
0.99873769,-0.576527139,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0.894742565,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0.173709701,-0.576527139,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1.36618713,-0.229045014,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
0.499561091,-0.507030714,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
-0.145208681,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1.151263873,-0.576527139,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
-1.67047051,-0.576527139,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.46489605,0.222681748,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1.338455097,1.838473628,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1.241392981,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1.144330864,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
-1.407016194,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
-0.526524139,1.699480778,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
-1.192092936,-0.576527139,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
1.57417738,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
0.652087274,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
1.477115263,-0.281167333,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
-0.651318288,-0.576527139,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
0.000384493,-0.576527139,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0.3401019,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
-1.497145302,0.25742996,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
-1.351552128,2.672430727,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
-0.997968704,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1.019536715,-0.576527139,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
-0.179873723,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-1.62887246,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
-0.64438528,-0.576527139,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
-1.032633745,-0.576527139,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0.672886299,2.377070921,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.235337789,1.907970053,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
-1.192092936,2.359696815,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
-0.034280548,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
-1.192092936,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
-0.166007706,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.527293125,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
-0.56118918,2.898294108,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0.173709701,-0.576527139,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
0.763015407,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
-1.71206856,0.205307642,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
-1.524877335,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
0.943273623,-0.576527139,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0.291570842,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
-0.900906587,-0.576527139,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
0.38169995,2.550811984,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
-0.166007706,1.855847734,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0.652087274,-0.576527139,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
0.402498975,-0.124800377,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
1.109665823,-0.576527139,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
-0.56118918,-0.576527139,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0.714484349,-0.576527139,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
-0.526524139,0.622286191,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
-0.450261047,0.25742996,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
0.3401019,0.101063004,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
0.145977668,2.359696815,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
-1.032633745,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
-1.559542377,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
1.068067773,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1.262192006,0.448545129,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
-0.609720238,2.15120754,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0.804613457,2.776675365,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.249203806,0.969768316,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
-0.575055197,-0.576527139,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0.423298,1.108761166,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
-1.372351153,-0.142174483,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
1.269125014,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0.54809215,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
-1.635805468,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
-0.949437646,-0.576527139,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
-1.448614244,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
-0.748380405,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
-0.56118918,-0.576527139,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1.44938323,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
1.095799806,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
-0.457194055,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
-0.921705612,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
1.026469723,-0.576527139,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
0.041982543,0.39642281,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
-1.649671485,-0.576527139,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0.693685324,2.42919324,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-0.679050321,-0.576527139,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0.180642709,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
-0.928638621,0.726530829,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
-1.379284161,-0.576527139,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
-1.462480261,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
-1.691269535,-0.576527139,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0.971005657,1.855847734,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
-1.316887086,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0.908608582,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1.49098128,0.830775466,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
1.282991031,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
-0.360131939,0.587537979,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
-1.517944327,2.116459328,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1.463249247,-0.576527139,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
-1.573408394,1.178257591,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1.199025945,-0.576527139,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
-0.048146565,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0.679819308,-0.576527139,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
-0.734514388,-0.576527139,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
-0.623586255,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
-0.651318288,-0.576527139,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
-1.483279285,-0.576527139,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
0.769948416,-0.576527139,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
-1.517944327,-0.576527139,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
1.588043396,1.595236141,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
-1.17822692,0.935020104,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1.151263873,1.456243291,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
-0.353198931,1.560487928,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
-1.323820094,-0.333289652,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
-0.720648371,-0.576527139,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
-0.221471773,-0.576527139,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
0.416364992,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
0.575824183,-0.576527139,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
0.728350366,-0.576527139,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
0.118245634,-0.576527139,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
1.068067773,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
-1.566475385,0.830775466,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.032633745,-0.576527139,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1.012603707,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
-0.859308537,-0.576527139,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
0.95713964,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
-1.351552128,-0.576527139,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
-0.984102687,-0.576527139,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0.270771817,-0.576527139,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
-1.656604493,-0.559153033,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
0.818479474,2.446567346,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
-0.138275673,2.046962903,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0.825412482,-0.576527139,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
-0.68598333,1.386746866,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1.643507463,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-0.783045446,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1.151263873,-0.576527139,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1.421651197,-0.576527139,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1.158196881,-0.037929846,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
0.631288249,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
-0.207605756,2.56818609,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.471829058,-0.576527139,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
-1.635805468,-0.576527139,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
-0.318533889,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
0.756082399,-0.576527139,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-1.386217169,-0.576527139,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0.936340615,-0.576527139,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
0.333168892,2.01221469,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
-0.734514388,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
-0.429462022,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1.484048272,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1.678172504,-0.576527139,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
-1.039566754,2.307574496,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1.386986155,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1.151263873,-0.576527139,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0.38169995,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.104379618,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
-1.365418144,0.170559429,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1.463249247,-0.576527139,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
-0.242270798,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.374766942,-0.576527139,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
-1.455547252,-0.055303952,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1.047268748,-0.576527139,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
-1.268356028,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
-0.048146565,-0.576527139,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0.423298,-0.576527139,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0.048915551,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
-1.247557003,-0.576527139,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
-1.476346277,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.977938665,0.761279041,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
-0.942504637,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0.853144515,-0.576527139,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
-0.075878598,-0.576527139,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1.49098128,-0.576527139,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.707551341,0.657034404,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
-0.505725114,-0.576527139,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
-0.387863972,-0.437534289,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
-0.249203806,-0.576527139,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
-1.060365779,-0.576527139,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
-1.635805468,-0.472282502,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
0.208374742,-0.576527139,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
-1.649671485,-0.576527139,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0.5064941,1.803725415,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
